Borough,Householder's Sex,Householder's Age,Householder's Race,Number of Persons form Temporary Residence,Most Recent Place Householder Lived for 6 Months or More,Year Householder Moved Into Unit ,Reason for Householder Moving,Place of Householder's Birth,Condo/Coop Status,Owner/Renter,Cash Rent/Rent Free,Down Payment,Down Payment Status,Value,Mortgage Status,Mortgage Origination Year,Mortgage Interest Rate,Insurance Paid Separately,Real Estate Taxes Paid Separately,Number of Units in Building,Owner Lives in Building,Number of Stories in Building,Number of Rooms ,Number of Bedrooms,Complete Plumbing Facilities ,Toilet Breakdowns,Complete Kitchen Facilities ,Kitchen Facilities Functioning,Type of Heating Fuel,Electricity Paid Separately,Electricity Monthly Cost ,Gas Paid Separately,Gas Monthly Cost ,Combined Gas/Electricity Monthly Cost,Water and Sewer Paid Separately,Water and Sewer Annual Cost,Other Fuels,Other Fuels Annual Cost ,Monthly Contract Ren,Length of Lease,Federal Section 8,Other Rental Subsidy,Out of Pocket Rent,Householder Moved to the United States as an Immigrant ,Year Householder Moved to the United States,Year Householder Moved to New York City,Control Status,Monthly Owner Cost,Monthly Gross Rent,Monthly Gross Rent per room,Monthly Contract Rent Per Room,Household Below Specified Income Level,Total Household Income,Income Flag,Monthly Gross Rent as Percent of Household Income,Monthly Contract Rent as Percent of Household Income
1,2,36,2,1,4,2009,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,1,3,3,1,2,1,1,2,1,65,2,9999,9999,2,9999,3,99999,263,2,2,1,0,9,9999,9999,5,999999,328,109,88,1,3500,0,1010,902
1,2,64,2,1,3,1999,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,2,2,2,1,2,1,1,2,1,62,2,9999,9999,2,9999,3,99999,782,2,2,1,391,1,1966,1966,5,999999,844,422,391,1,10436,0,970,899
1,2,50,1,1,3,1991,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,1,3,3,1,1,1,1,2,1,75,2,9999,9999,2,9999,3,99999,400,2,2,1,220,9,9999,9999,5,999999,475,158,133,1,6000,0,950,800
1,2,47,1,1,9,1999,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,2,1,2,1,8,2,1,46,2,9999,9999,2,9999,3,99999,1060,4,1,2,65,1,1984,1984,30,999999,1106,369,353,1,9864,0,1010,1010
1,2,80,1,1,3,1997,1,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,1,1,1,3,1,35,2,9999,9999,2,9999,3,99999,1233,4,1,2,182,9,9999,1962,30,999999,1268,317,308,1,11040,0,1010,1010
1,2,85,1,1,3,1999,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,4,1,85,1,30,9999,2,9999,2,99999,415,2,2,2,415,9,9999,9999,30,999999,530,177,138,2,13104,0,485,380
1,2,52,2,1,3,2014,2,6,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,3,1,2,1,1,3,2,9999,9,9999,105,2,9999,3,99999,1222,4,2,2,1222,9,9999,9999,31,999999,1327,332,306,3,22860,0,697,641
1,2,75,2,1,3,2009,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,3,1,2,1,1,2,1,200,2,9999,9999,2,9999,3,99999,1082,2,2,2,1082,9,9999,9999,31,999999,1282,427,361,3,47044,0,327,276
1,1,47,2,1,1,2009,1,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,4,1,2,1,1,2,1,115,2,9999,9999,2,9999,3,99999,1216,4,2,2,1216,1,2001,2001,31,999999,1331,333,304,3,20000,0,799,730
1,1,71,1,1,3,2015,2,16,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,3,2,9999,9,9999,105,2,9999,3,99999,325,2,2,2,325,1,2012,2012,5,999999,430,143,108,3,62860,0,82,62
1,2,59,1,1,3,2001,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,420,2,2,2,420,1,1993,1996,5,999999,420,84,84,1,15200,0,332,332
1,1,70,9,1,5,2004,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,3,99999,350,2,2,2,350,1,2000,2000,5,999999,350,117,117,1,9876,0,425,425
1,2,75,2,1,2,1969,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,2,1,115,2,9999,9999,2,9999,3,99999,1100,2,2,2,1100,9,9999,1960,5,999999,1215,304,275,3,32760,0,445,403
1,1,79,10,1,3,1964,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,420,1,2,2,420,9,9999,9999,5,999999,420,105,105,1,1388,0,1010,1010
1,2,47,1,1,3,2005,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,5,4,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,144,2,2,2,144,1,1995,1995,5,999999,144,29,29,2,29000,0,60,60
1,2,24,1,1,3,2016,2,17,14,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,3,1,51,2,9999,9999,2,9999,2,99999,1250,2,2,2,1250,1,1992,1992,30,999999,1301,434,417,3,32152,0,486,467
1,1,24,2,1,3,2016,2,6,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,3,1,2,1,1,3,1,80,1,80,9999,2,9999,3,99999,1200,7,2,2,1200,9,9999,9998,30,999999,1360,453,400,3,116000,0,141,124
1,1,66,2,1,3,2008,3,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,2,2,1,2,1,1,1,1,69,2,9999,9999,2,9999,2,99999,862,2,2,2,862,9,9999,9999,31,999999,931,466,431,3,35000,0,319,296
1,2,35,2,1,4,2013,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,4,1,2,1,1,3,1,90,2,9999,9999,2,9999,3,99999,1172,2,1,2,134,9,9999,9999,31,999999,1262,316,293,3,34459,0,439,408
1,1,43,1,1,3,2012,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,2,2,1,2,1,1,2,1,80,2,9999,9999,2,9999,3,99999,870,4,2,2,870,9,9999,9999,31,999999,950,475,435,3,70000,0,163,149
1,1,73,1,1,3,2008,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,2,1,2,1,1,2,1,77,2,9999,9999,2,9999,3,99999,765,2,2,2,765,9,9999,1970,31,999999,842,281,255,3,39768,0,254,231
1,2,73,10,1,3,2011,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,2,2,1,2,1,1,2,1,110,1,20,9999,2,9999,3,99999,1300,2,1,2,136,9,9999,2002,30,999999,1430,715,650,1,9912,0,1010,1010
1,1,24,2,1,3,2014,2,8,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,2,1,1,1,2,9999,9,9999,200,2,9999,2,99999,1275,4,1,2,200,9,9999,9999,30,999999,1475,369,319,3,48160,0,368,318
1,1,68,2,1,3,2005,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,5,4,1,2,1,1,2,1,120,2,9999,9999,2,9999,3,99999,1800,2,1,2,1543,1,2003,2003,30,999999,1920,384,360,3,89306,0,258,242
1,2,38,2,1,3,2017,2,98,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,2,1,2,1,1,1,1,120,2,9999,9999,2,9999,2,99999,408,2,2,2,408,9,9999,9999,30,999999,528,176,136,1,9600,0,660,510
1,2,50,2,2,3,2016,2,20,10,4,9,9999999,9,9999999,9,9999,9999,9,9,11,3,4,2,2,1,2,1,1,3,3,9999,3,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,30,999999,99999,9999,9999,2,19000,0,9999,9999
1,2,40,1,1,3,2006,2,99,13,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,5,4,1,2,1,1,3,1,75,1,50,9999,2,9999,3,99999,933,2,2,2,933,1,1999,1999,30,999999,1058,212,187,3,50200,0,253,223
1,1,77,10,1,3,2005,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1300,2,1,2,198,9,9999,9998,31,999999,1300,433,433,3,14820,0,1010,1010
1,2,73,2,1,5,2010,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,2,1,2,1,1,2,1,36,2,9999,9999,2,9999,3,99999,900,2,1,2,161,1,1995,1995,31,999999,936,312,300,1,9060,0,1010,1010
1,1,75,2,1,3,2007,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,2,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,1300,4,1,2,198,9,9999,9998,31,999999,1350,450,433,1,9720,0,1010,1010
1,2,78,2,1,3,2002,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,1,1,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,250,2,2,2,250,9,9999,9998,5,999999,250,250,250,1,8702,0,345,345
1,2,70,10,1,3,2016,2,14,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,1,1,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,860,2,2,2,860,9,9999,1950,5,999999,860,860,860,3,38042,0,271,271
1,1,68,1,1,3,2010,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,1,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,300,2,2,2,300,1,1972,1972,5,999999,300,100,100,2,16788,0,214,214
1,2,85,1,1,5,1962,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,4,3,1,2,1,1,3,1,45,1,20,9999,2,9999,3,99999,505,4,2,1,231,9,9999,1947,30,999999,570,143,126,3,15800,0,433,384
1,1,57,1,1,3,1989,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,4,3,2,1,2,1,1,3,1,40,1,20,9999,2,9999,3,99999,740,2,2,2,740,1,1985,1985,30,999999,800,267,247,3,21000,0,457,423
1,2,38,1,1,3,2001,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,4,3,2,1,2,1,1,3,1,70,1,80,9999,2,9999,2,99999,990,4,2,2,990,1,2001,2001,30,999999,1140,380,330,3,68600,0,199,173
1,1,32,1,1,3,2009,2,99,13,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,3,1,150,1,50,9999,2,9999,3,99999,1100,4,2,2,1100,9,9999,9999,30,999999,1300,433,367,3,62000,0,252,213
1,1,70,2,1,3,2004,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,1,1,115,2,9999,9999,2,9999,2,99999,725,2,2,2,725,9,9999,9999,30,999999,840,280,242,3,37050,0,272,235
1,1,60,2,8,3,2008,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,1,1,1,2,1,1,2,1,135,2,9999,9999,2,9999,3,99999,900,4,2,1,215,1,1965,1965,30,999999,1035,1035,900,1,9600,0,1010,1010
1,2,30,1,2,3,2016,2,20,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,4,4,3,1,2,1,1,2,1,100,2,9999,9999,2,9999,3,99999,1599,1,1,2,224,9,9999,2016,30,999999,1699,425,400,1,9999999,0,0,0
1,2,37,1,1,1,1980,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,5,4,1,2,1,1,4,1,78,2,9999,9999,2,9999,2,99999,1900,4,1,2,700,9,9999,9998,85,999999,1978,396,380,1,12225,0,1010,1010
1,2,45,9,1,3,2001,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,6,5,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,2800,2,1,2,377,1,1981,1993,85,999999,2800,467,467,1,22800,0,1010,1010
1,2,31,2,1,3,2011,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,85,999999,99999,9999,9999,1,388,0,9999,9999
1,2,30,1,1,3,2006,1,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,3,1,2,1,1,3,1,100,2,9999,9999,2,9999,2,99999,1005,2,2,2,1005,9,9999,9999,31,999999,1105,368,335,3,40000,0,332,302
1,2,31,2,1,3,2015,2,6,25,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,3,1,2,1,1,3,1,150,3,9999,9999,2,9999,3,99999,1100,4,2,2,1100,1,2011,2011,31,999999,1250,417,367,3,60000,0,250,220
1,2,41,2,1,3,2015,2,6,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,3,1,2,1,1,3,1,100,2,9999,9999,2,9999,3,99999,1100,2,2,2,1100,9,9999,9999,31,999999,1200,300,275,3,95000,0,152,139
1,2,40,1,1,3,2006,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,3,1,2,1,1,1,1,80,3,9999,9999,2,9999,2,99999,1100,4,2,2,1100,9,9999,9999,31,999999,1180,295,275,3,90000,0,157,147
1,2,46,2,1,3,2000,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,3,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,647,2,2,2,647,9,9999,9999,5,999999,647,216,216,3,25656,0,303,303
1,2,37,2,1,3,2009,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,2000,2,1,2,496,9,9999,9999,5,999999,2000,667,667,3,33600,0,714,714
1,2,41,2,1,3,2009,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,2,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,1100,6,1,2,211,9,9999,9999,5,999999,1100,367,367,3,16500,0,800,800
1,1,53,8,1,3,2000,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,200,2,2,2,200,9,9999,9999,5,999999,200,50,50,1,9999999,0,0,0
1,2,80,1,1,4,1965,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,1,1,2,2,3,9999,2,9999,9999,2,9999,3,99999,361,2,2,2,361,9,9999,1965,5,999999,361,90,90,3,26640,0,163,163
1,1,48,1,1,3,1996,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1000,2,2,2,1000,1,1989,1993,5,999999,1000,333,333,3,81850,0,147,147
1,2,57,2,1,2,2012,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,304,2,2,2,304,1,1969,1969,5,999999,304,61,61,1,19400,0,188,188
1,2,49,1,1,3,2009,2,99,13,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,4,4,1,2,1,1,1,1,187,2,9999,9999,2,9999,2,99999,1230,4,2,2,1230,1,2006,2006,30,999999,1417,354,308,3,95040,0,179,155
1,2,65,1,1,2,1979,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,4,3,1,2,1,1,1,2,9999,9,9999,95,2,9999,2,99999,549,4,2,1,473,9,9999,1972,30,999999,644,161,137,1,10941,0,706,602
1,2,37,3,1,4,2013,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,1,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,450,2,2,1,225,9,9999,9999,5,999999,450,90,90,1,5880,0,918,918
1,2,24,2,1,4,1999,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,2,2,1,2,1,1,3,3,9999,2,9999,9999,2,9999,2,99999,400,6,2,2,400,9,9999,9999,5,999999,400,200,200,1,9000,0,533,533
1,2,37,9,1,3,2011,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,256,2,2,2,256,1,2003,2003,5,999999,256,85,85,1,15000,0,205,205
1,1,66,2,1,6,2005,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,6,5,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,1022,2,2,2,1022,1,1984,1989,5,999999,1022,170,170,3,75854,0,162,162
1,2,31,2,1,5,2001,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,4,1,1,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,239,2,2,2,239,9,9999,9999,5,999999,239,60,60,1,12384,0,232,232
1,2,42,2,1,3,2013,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,2,1,2,1,1,1,3,9999,3,9999,9999,2,9999,2,99999,576,3,2,2,576,1,1995,1995,5,999999,576,144,144,1,1200,0,1010,1010
1,2,81,2,1,3,1979,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,6,5,1,2,1,1,1,3,9999,3,9999,9999,2,9999,3,99999,245,3,2,2,245,9,9999,1949,5,999999,245,41,41,1,9072,0,324,324
1,2,47,2,1,3,2007,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,6,4,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,1400,2,2,2,1400,9,9999,9999,5,999999,1450,242,233,1,25000,0,696,672
1,2,62,2,1,5,1998,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,3,2,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,1000,2,2,1,400,9,9999,1998,85,999999,1050,350,333,3,22860,0,551,525
1,2,71,2,1,3,2002,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,3,2,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,950,2,3,2,214,1,1985,1990,85,999999,950,317,317,1,11424,0,998,998
1,2,55,1,1,3,1999,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,3,3,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,715,2,2,2,715,9,9999,9999,85,999999,765,255,238,2,15264,0,601,562
1,1,68,1,1,3,1996,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,430,2,2,2,430,9,9999,1961,5,999999,430,143,143,1,-35700,0,0,0
1,2,41,2,1,3,2011,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,3,1,2,1,1,3,1,90,2,9999,9999,2,9999,2,99999,1250,2,3,1,700,9,9999,9999,31,999999,1340,447,417,3,44350,0,363,338
1,2,44,1,1,3,2010,1,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,3,1,2,1,1,3,1,80,2,9999,9999,2,9999,3,99999,1100,4,1,2,720,9,9999,1970,31,999999,1180,393,367,1,9600,0,1010,1010
1,2,51,2,1,4,2014,2,11,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,3,1,2,1,1,3,1,70,2,9999,9999,2,9999,2,99999,1128,2,1,2,121,9,9999,9999,31,999999,1198,399,376,1,798,0,1010,1010
1,2,49,1,1,5,2009,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,3,3,1,2,1,1,2,1,70,2,9999,9999,2,9999,2,99999,1251,2,1,2,473,9,9999,9999,31,999999,1321,440,417,3,45239,0,350,332
1,1,55,1,1,9,2007,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,3,2,2,1,2,1,1,1,1,70,2,9999,9999,2,9999,2,99999,861,4,2,2,861,9,9999,1981,30,999999,931,466,431,3,55400,0,202,186
1,2,40,2,2,3,2013,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,4,3,2,1,2,1,1,1,1,35,3,9999,9999,2,9999,2,99999,954,2,1,1,0,9,9999,9999,30,999999,989,330,318,1,8000,0,1010,1010
1,2,28,2,1,3,2016,2,6,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,3,2,2,1,1,1,1,3,3,9999,2,9999,9999,2,9999,2,99999,769,2,1,1,0,9,9999,9999,30,999999,769,385,385,1,1200,0,1010,1010
1,1,77,1,1,3,1993,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,950,6,1,2,155,9,9999,9999,30,999999,950,317,317,1,8400,0,1010,1010
1,2,49,1,1,3,2013,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,3,1,2,1,1,1,3,9999,3,9999,9999,2,9999,3,99999,400,2,1,1,0,9,9999,9999,5,999999,400,80,80,1,6000,0,800,800
1,2,65,1,1,3,2008,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,356,2,2,2,356,1,2004,2004,5,999999,356,89,89,1,5052,0,846,846
1,2,53,2,1,3,1992,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,3,1,1,1,1,2,1,35,2,9999,9999,2,9999,3,99999,1340,2,2,2,1340,9,9999,1968,5,999999,1375,458,447,3,76000,0,217,212
1,2,46,1,1,5,2005,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,6,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,546,2,2,2,546,1,1991,1991,5,999999,546,137,137,2,20000,0,328,328
1,2,49,2,1,3,2000,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,4,3,3,1,2,1,1,2,1,200,2,9999,9999,2,9999,3,99999,549,2,2,2,473,9,9999,1967,30,999999,749,250,183,3,16920,0,531,389
1,2,69,2,1,3,1992,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,4,3,1,2,1,1,1,1,200,2,9999,9999,2,9999,2,99999,1800,2,1,2,182,9,9999,1980,30,999999,2000,500,450,1,8820,0,1010,1010
1,2,43,2,1,5,2004,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,520,2,2,2,520,1,1992,1992,5,999999,520,104,104,1,29120,0,214,214
1,1,32,2,1,3,2010,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,250,4,2,2,250,9,9999,9999,5,999999,250,63,63,3,30000,0,100,100
1,2,59,2,1,3,1979,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,300,2,2,2,300,9,9999,9999,5,999999,300,75,75,3,20120,0,179,179
1,1,70,1,1,5,1993,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,2,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,242,2,2,2,242,9,9999,1963,5,999999,242,121,121,1,9768,0,297,297
1,2,67,2,1,5,2004,1,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,259,2,2,2,259,1,1992,1992,5,999999,259,65,65,1,10116,0,307,307
1,2,56,1,1,3,1990,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,6,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,350,2,2,2,350,9,9999,9999,5,999999,350,117,117,1,1250,0,1010,1010
1,2,74,2,1,3,1997,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,252,2,2,2,252,1,1990,1990,5,999999,252,63,63,1,8940,0,338,338
1,1,68,1,1,3,2012,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,3,1,1,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,350,2,2,1,100,2,1978,1978,5,999999,350,117,117,3,37000,0,114,114
1,1,60,1,1,3,2015,2,18,13,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,2,99999,1200,6,1,2,400,9,9999,9999,5,999999,1200,300,300,2,16600,0,867,867
1,2,62,1,1,3,1989,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,1,1,1,1,3,9999,2,9999,9999,2,9999,3,99999,356,2,2,2,356,9,9999,1984,5,999999,356,71,71,1,8000,0,534,534
1,2,46,1,1,8,2007,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,230,2,2,2,230,9,9999,9999,5,999999,230,77,77,1,9999999,0,0,0
1,2,30,2,1,5,2017,2,6,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,433,2,2,2,433,9,9999,9999,5,999999,433,144,144,3,31000,0,168,168
1,1,56,1,1,3,2009,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,3,1,2,1,1,2,2,9999,9,9999,120,2,9999,3,99999,99999,9,9,3,99999,9,9999,1966,80,999999,99999,9999,9999,3,49390,0,9999,9999
1,2,82,1,1,3,2008,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,2,2,1,1,1,1,1,1,40,2,9999,9999,2,9999,2,99999,943,7,3,2,943,9,9999,1960,80,999999,983,492,472,1,8649,0,1010,1010
1,1,22,2,2,3,2011,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,2,1,3,9999,3,9999,9999,2,9999,2,99999,221,2,2,2,221,9,9999,9999,5,999999,221,55,55,3,60014,0,44,44
1,2,37,2,1,3,2004,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,1,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,500,2,2,2,500,9,9999,9999,5,999999,500,100,100,1,10800,0,556,556
1,2,50,2,1,3,2015,2,9,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,836,2,2,2,836,9,9999,9999,5,999999,836,209,209,3,27740,0,362,362
1,1,83,1,1,9,1994,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,2,9999,9,9999,120,2,9999,2,99999,253,2,2,2,253,1,1969,1994,5,999999,373,124,84,1,8400,0,533,361
1,2,55,1,1,3,1975,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,5,4,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,139,2,2,2,139,9,9999,9999,5,999999,139,28,28,1,13024,0,128,128
